1: /bopt:boolControlVC='False', /bopt:z3opt:SMT.MBQI='False', /bopt:z3opt:SMT.MBQI.MAX_ITERATIONS='1000', /di='True', /staticInlining='True', /trackAllVars='True', /useArrayTheoryCheck='1', bit-precise='False', unroll='32'
2: /bopt:boolControlVC='True', /bopt:z3opt:SMT.MBQI='False', /bopt:z3opt:SMT.MBQI.MAX_ITERATIONS='15800', /di='False', /staticInlining='False', /trackAllVars='True', /useArrayTheoryCheck='0', bit-precise='False', unroll='32'
3: /bopt:boolControlVC='False', /bopt:z3opt:SMT.MBQI='False', /bopt:z3opt:SMT.MBQI.MAX_ITERATIONS='6385', /di='True', /staticInlining='False', /trackAllVars='True', /useArrayTheoryCheck='2', bit-precise='False', unroll='32'
4: /bopt:boolControlVC='False', /bopt:z3opt:SMT.MBQI='True', /bopt:z3opt:SMT.MBQI.MAX_ITERATIONS='19144', /di='False', /staticInlining='False', /trackAllVars='False', /useArrayTheoryCheck='1', bit-precise='True', unroll='32'
5: /bopt:boolControlVC='True', /bopt:z3opt:SMT.MBQI='True', /bopt:z3opt:SMT.MBQI.MAX_ITERATIONS='25174', /di='False', /staticInlining='True', /trackAllVars='False', /useArrayTheoryCheck='1', bit-precise='False', unroll='32'
6: /bopt:boolControlVC='True', /bopt:z3opt:SMT.MBQI='False', /bopt:z3opt:SMT.MBQI.MAX_ITERATIONS='3671', /di='False', /staticInlining='True', /trackAllVars='False', /useArrayTheoryCheck='1', bit-precise='False', unroll='32'
7: /bopt:boolControlVC='True', /bopt:z3opt:SMT.MBQI='False', /bopt:z3opt:SMT.MBQI.MAX_ITERATIONS='6372', /di='True', /staticInlining='True', /trackAllVars='False', /useArrayTheoryCheck='1', bit-precise='False', unroll='32'
8: /bopt:boolControlVC='True', /bopt:z3opt:SMT.MBQI='False', /bopt:z3opt:SMT.MBQI.MAX_ITERATIONS='1216', /di='False', /staticInlining='False', /trackAllVars='False', /useArrayTheoryCheck='2', bit-precise='True', unroll='32'
9: /bopt:boolControlVC='False', /bopt:z3opt:SMT.MBQI='True', /bopt:z3opt:SMT.MBQI.MAX_ITERATIONS='31043', /di='True', /staticInlining='True', /trackAllVars='True', /useArrayTheoryCheck='2', bit-precise='False', unroll='32'
10: /bopt:boolControlVC='False', /bopt:z3opt:SMT.MBQI='True', /bopt:z3opt:SMT.MBQI.MAX_ITERATIONS='6301', /di='False', /staticInlining='False', /trackAllVars='True', /useArrayTheoryCheck='1', bit-precise='True', unroll='32'
11: /bopt:boolControlVC='False', /bopt:z3opt:SMT.MBQI='False', /bopt:z3opt:SMT.MBQI.MAX_ITERATIONS='3676', /di='False', /staticInlining='True', /trackAllVars='False', /useArrayTheoryCheck='0', bit-precise='False', unroll='32'
